"SK_ID_CURR","TARGET","CODE_GENDER","CNT_CHILDREN","NAME_FAMILY_STATUS","NAME_EDUCATION_TYPE","NAME_INCOME_TYPE","AMT_INCOME_TOTAL","AMT_CREDIT","AMT_ANNUITY","AMT_GOODS_PRICE","FLAG_OWN_CAR","FLAG_OWN_REALTY","NAME_HOUSING_TYPE","OCCUPATION_TYPE","DAYS_BIRTH","DAYS_EMPLOYED","DAYS_LAST_PHONE_CHANGE","AGE","YEARS_EMPLOYED","BUREAU_AMT_CREDIT_SUM","BUREAU_AMT_CREDIT_SUM_DEBT","PREV_AMT_CREDIT_MAX","PREV_AMT_ANNUITY_MAX","INS_AMT_PAYMENT_SUM","CC_AMT_BALANCE"
"101809","0",M,"0",Single / not married,Secondary / secondary special,Commercial associate,"180000.0","805536.0","41130.0","720000.0",N,Y,With parents,Core staff,-9303,-2126,0.0,25.5,5.8,805500.0,371623.5,139234.5,15581.745,247056.165,""
"101810","0",M,"0",Married,Higher education,Pensioner,"135000.0","405000.0","20250.0","405000.0",N,Y,House / apartment,"",-21797,"365243",-1820.0,59.7,-1000.7,226560.6,0.0,105997.5,11949.21,246788.775,""
"101811","0",M,"0",Married,Secondary / secondary special,Working,"202500.0","859500.0","25258.5","859500.0",N,Y,House / apartment,High skill tech staff,-20829,-4908,-462.0,57.1,13.4,"","",553950.0,19626.435,592658.64,0.0
"101812","0",F,"0",Widow,Secondary / secondary special,Working,"180000.0","1540588.5","44280.0","1377000.0",N,N,House / apartment,Cleaning staff,-23298,-754,-1.0,63.8,2.1,692054.8200000001,12779.46,"","","",""
"101813","0",F,"0",Married,Higher education,Pensioner,"382500.0","2159842.5","57105.0","1930500.0",N,Y,Municipal apartment,"",-21234,"365243",0.0,58.2,-1000.7,2862000.0,715059.0,185566.5,22777.335,1493632.3499999999,78263.77596774194
"101814","0",F,"0",Married,Secondary / secondary special,Pensioner,"225000.0","1258650.0","53455.5","1125000.0",N,Y,House / apartment,"",-20572,"365243",-816.0,56.4,-1000.7,985500.0,598567.5,110308.5,4969.395,119261.74500000001,""
"101815","0",M,"0",Single / not married,Secondary / secondary special,Commercial associate,"126000.0","177768.0","12010.5","135000.0",N,Y,House / apartment,Drivers,-8350,-814,-516.0,22.9,2.2,46620.0,39676.5,180000.0,12681.855,256432.68,158493.30136363636
"101817","0",F,"1",Married,Higher education,Working,"180000.0","1078200.0","31653.0","900000.0",Y,Y,House / apartment,Drivers,-17541,-789,-216.0,48.1,2.2,1127636.1,0.0,50877.0,6100.155,81271.395,""
"101818","0",F,"0",Married,Higher education,Commercial associate,"238500.0","1124478.0","33007.5","805500.0",Y,Y,House / apartment,Accountants,-16309,-1930,-111.0,44.7,5.3,"","",1559749.5,60284.34,4315686.21,0.0
"101820","0",M,"0",Married,Secondary / secondary special,Working,"292500.0","1557103.5","61753.5","1453500.0",Y,N,House / apartment,Cooking staff,-14511,-2700,-1587.0,39.8,7.4,3435214.5,89230.5,957033.0,51121.215,1905209.145,""
"101821","0",M,"3",Married,Secondary / secondary special,Working,"202500.0","830214.0","24403.5","693000.0",Y,Y,House / apartment,"",-10974,-2520,-840.0,30.1,6.9,3230383.5,1618734.5550000002,51210.0,10529.82,86111.41500000001,""
"101822","0",M,"0",Single / not married,Secondary / secondary special,Working,"126000.0","450000.0","30204.0","450000.0",N,N,House / apartment,Laborers,-11430,-261,-1.0,31.3,0.7,"","",83925.0,8610.705,204887.565,""
"101823","0",F,"2",Civil marriage,Secondary / secondary special,State servant,"112500.0","472500.0","18306.0","472500.0",Y,Y,House / apartment,High skill tech staff,-13328,-5817,-1612.0,36.5,15.9,475614.0,207594.0,159061.5,7173.675,304940.34,""
"101824","0",F,"1",Married,Higher education,Commercial associate,"270000.0","805072.5","28917.0","679500.0",Y,Y,House / apartment,High skill tech staff,-12784,-2333,-1610.0,35.0,6.4,"","",574740.0,16935.885,897601.9049999999,""
"101825","0",F,"0",Widow,Secondary / secondary special,Working,"54000.0","67500.0","7632.0","67500.0",N,Y,House / apartment,"",-18397,-2729,-418.0,50.4,7.5,257920.2,81801.0,54328.5,4921.065,59046.524999999994,""
"101826","0",M,"1",Married,Secondary / secondary special,Working,"81000.0","265500.0","21105.0","265500.0",Y,N,House / apartment,Laborers,-11010,-566,-581.0,30.2,1.6,892986.57,596470.5,366579.0,24799.05,332764.065,""
"101828","0",F,"1",Separated,Secondary / secondary special,Working,"202500.0","675000.0","19867.5","675000.0",N,Y,House / apartment,"",-15526,-358,-1714.0,42.5,1.0,1068437.07,185736.64500000002,112500.0,5625.0,219729.06,11060.673125
"101829","0",F,"0",Married,Higher education,Commercial associate,"157500.0","1557103.5","59440.5","1453500.0",Y,Y,House / apartment,Private service staff,-15879,-5091,-1796.0,43.5,13.9,9048636.0,0.0,254700.0,14892.3,441582.615,""
"101830","0",M,"0",Married,Secondary / secondary special,Commercial associate,"112500.0","90000.0","9823.5","90000.0",Y,N,House / apartment,Laborers,-19249,-1823,-1945.0,52.7,5.0,377830.71,38998.755,157500.0,12092.895,64995.075,""
"101831","0",M,"0",Civil marriage,Secondary / secondary special,Working,"144000.0","630000.0","30438.0","630000.0",N,Y,House / apartment,Laborers,-16135,-1945,-912.0,44.2,5.3,108000.0,98739.0,63139.5,11128.32,150452.865,37519.3425
"101832","0",F,"0",Married,Secondary / secondary special,Commercial associate,"180000.0","760225.5","51138.0","679500.0",N,Y,House / apartment,Sales staff,-13617,-1962,-209.0,37.3,5.4,213841.575,0.0,1467612.0,56031.84,841383.0,""
"101833","0",M,"0",Married,Secondary / secondary special,Pensioner,"157500.0","297040.5","22338.0","265500.0",N,Y,House / apartment,"",-20579,"365243",-2697.0,56.4,-1000.7,2032029.0,386041.5,225000.0,7558.695,122587.56,""
"101834","0",M,"0",Married,Secondary / secondary special,Working,"157500.0","343377.0","22486.5","283500.0",Y,Y,Rented apartment,Laborers,-17039,-1333,0.0,46.7,3.7,360000.0,198441.0,153135.0,16096.005,259100.19,""
"101835","0",F,"0",Widow,Lower secondary,Pensioner,"225000.0","500211.0","47623.5","463500.0",Y,Y,House / apartment,"",-23218,"365243",-1280.0,63.6,-1000.7,848404.17,255972.24,491580.0,44863.875,1268978.94,""
"101836","0",F,"2",Married,Secondary / secondary special,State servant,"90000.0","1185282.0","34785.0","1035000.0",Y,Y,House / apartment,Medicine staff,-11515,-2665,-192.0,31.5,7.3,373846.5,12775.5,225238.5,16451.415,401617.44,0.0
"101837","0",M,"0",Married,Secondary / secondary special,Commercial associate,"450000.0","1965226.5","68440.5","1696500.0",Y,Y,House / apartment,Drivers,-18318,-923,-1382.0,50.2,2.5,4491045.0,973134.0,570073.5,36598.095,1590441.57,""
"101838","0",F,"0",Married,Secondary / secondary special,Working,"67500.0","1133748.0","33277.5","990000.0",N,Y,House / apartment,"",-15312,-3184,-1572.0,42.0,8.7,1687844.34,223114.90499999997,65673.0,4927.275,122842.70999999999,30436.92
"101839","0",F,"0",Single / not married,Higher education,Commercial associate,"630000.0","562500.0","26064.0","562500.0",N,N,House / apartment,Sales staff,-12141,-3511,-1.0,33.3,9.6,49627818,8245746.0,"","","",""
"101840","0",F,"1",Married,Secondary / secondary special,Commercial associate,"76500.0","161730.0","8388.0","135000.0",Y,Y,House / apartment,Core staff,-11755,-327,-568.0,32.2,0.9,11047500,10015375.5,113449.5,9039.69,167785.74000000002,0.0
"101841","0",F,"0",Married,Higher education,Working,"315000.0","1774039.5","73341.0","1656000.0",Y,Y,House / apartment,Core staff,-18442,-8236,-1652.0,50.5,22.6,"","",629325.0,32307.885,3636857.1149999998,0.0
"101842","1",F,"0",Married,Secondary / secondary special,Pensioner,"112500.0","1061599.5","31171.5","927000.0",N,Y,House / apartment,"",-22025,"365243",-8.0,60.3,-1000.7,1890609.165,1140614.055,143910.0,14746.455,384252.83999999997,9142.542187500001
"101843","0",F,"0",Married,Higher education,Commercial associate,"234135.0","1288350.0","35428.5","1125000.0",N,N,House / apartment,Managers,-12593,-2338,-4.0,34.5,6.4,1917859.5,877338.0,"","","",""
"101844","0",F,"0",Widow,Secondary / secondary special,Pensioner,"76500.0","71955.0","7137.0","67500.0",N,Y,House / apartment,"",-24132,"365243",-1544.0,66.1,-1000.7,72315.0,0.0,254700.0,13700.925,765470.97,""
"101845","0",F,"0",Widow,Secondary / secondary special,Pensioner,"135000.0","284400.0","16011.0","225000.0",N,N,House / apartment,"",-24485,"365243",-1499.0,67.1,-1000.7,1426940.235,439738.965,182623.5,9114.615,240872.895,""
"101846","0",F,"0",Married,Secondary / secondary special,Working,"135000.0","1006920.0","54621.0","900000.0",N,N,House / apartment,"",-14061,-791,-2772.0,38.5,2.2,"","",205983.0,9598.815,230108.355,""
"101847","0",F,"3",Married,Secondary / secondary special,Commercial associate,"171000.0","371862.0","23895.0","328500.0",N,Y,House / apartment,Sales staff,-12474,-398,0.0,34.2,1.1,1730522.43,0.0,78192.0,7389.135,165635.505,""
"101848","0",M,"1",Married,Secondary / secondary special,Working,"270000.0","640080.0","24259.5","450000.0",Y,Y,House / apartment,Drivers,-9988,-794,-1836.0,27.4,2.2,940711.5,81024.075,450000.0,22500.0,379485.855,161303.07535714284
"101849","0",F,"0",Single / not married,Secondary / secondary special,Pensioner,"112500.0","536917.5","29254.5","463500.0",N,Y,House / apartment,"",-18283,"365243",-732.0,50.1,-1000.7,1574928.0,15120.0,328383.0,38780.775,470979.585,""
"101850","0",F,"0",Married,Secondary / secondary special,Working,"157500.0","545040.0","25407.0","450000.0",N,Y,Municipal apartment,Laborers,-20305,-11545,-661.0,55.6,31.6,438426.0,0.0,212062.5,21740.67,219816.71999999997,""
"101851","0",F,"0",Civil marriage,Higher education,Commercial associate,"90000.0","900000.0","25794.0","900000.0",N,Y,House / apartment,Sales staff,-11679,-2014,0.0,32.0,5.5,223884.0,170473.5,"","","",""
"101852","0",F,"0",Married,Higher education,Pensioner,"292500.0","1024740.0","45270.0","900000.0",Y,Y,House / apartment,"",-21988,"365243",-1756.0,60.2,-1000.7,950724.0,387630.0,291919.5,22736.745,961445.745,0.0
"101853","0",F,"0",Widow,Secondary / secondary special,Pensioner,"247500.0","1223010.0","48631.5","1125000.0",N,N,House / apartment,"",-20292,"365243",0.0,55.6,-1000.7,1580944.5,939064.5,146524.5,13552.065,230968.48500000002,""
"101854","0",F,"1",Married,Secondary / secondary special,Commercial associate,"202500.0","599116.5","25515.0","535500.0",N,Y,House / apartment,Laborers,-13434,-2434,-1179.0,36.8,6.7,"","",1030680.0,39227.355,2694522.87,0.0
"101855","0",F,"0",Widow,Secondary / secondary special,Pensioner,"405000.0","1078200.0","31653.0","900000.0",Y,Y,House / apartment,"",-20839,"365243",0.0,57.1,-1000.7,1845000.0,1326627.0,1195101.0,119100.915,959361.39,0.0
"101856","0",F,"1",Married,Secondary / secondary special,Working,"157500.0","437877.0","21064.5","378000.0",N,N,Municipal apartment,Cleaning staff,-18813,-1458,-1446.0,51.5,4.0,"","",491580.0,31576.86,2742448.185,326132.97642857145
"101857","0",F,"0",Widow,Higher education,Commercial associate,"720000.0","1125000.0","44617.5","1125000.0",N,Y,House / apartment,"",-21630,-1059,-664.0,59.3,2.9,1375960.5,993461.535,336717.0,31429.17,376540.01999999996,""
"101858","0",F,"0",Married,Higher education,State servant,"292500.0","777024.0","41526.0","720000.0",N,Y,House / apartment,Core staff,-17890,-9888,-299.0,49.0,27.1,2241000.0,0.0,405000.0,43749.0,393741.0,""
"101859","1",M,"0",Married,Secondary / secondary special,Working,"220500.0","450000.0","24543.0","450000.0",Y,Y,House / apartment,Laborers,-12022,-152,0.0,32.9,0.4,842472.0,381248.01,113067.0,12561.75,191572.875,""
"101860","0",F,"0",Separated,Secondary / secondary special,Commercial associate,"67500.0","140746.5","11020.5","121500.0",N,Y,House / apartment,Sales staff,-17471,-2486,-1983.0,47.9,6.8,904500.0,494104.5,274288.5,13933.845,771582.15,0.0
"101861","0",F,"1",Married,Secondary / secondary special,Working,"112500.0","640080.0","24129.0","450000.0",N,N,House / apartment,"",-15745,-3881,-1450.0,43.1,10.6,178074.0,14728.5,34776.0,9266.085,65492.009999999995,""
"101862","0",F,"0",Married,Secondary / secondary special,Working,"180000.0","1096020.0","55962.0","900000.0",N,Y,House / apartment,Sales staff,-15326,-168,0.0,42.0,0.5,15705.0,0.0,240709.5,17824.545,311333.085,""
"101864","0",M,"0",Single / not married,Secondary / secondary special,Working,"112500.0","225000.0","24232.5","225000.0",N,N,House / apartment,Laborers,-10053,-2228,-47.0,27.5,6.1,73543.5,0.0,62955.0,12138.345,131210.72999999998,""
"101865","0",M,"0",Married,Higher education,State servant,"247500.0","1800000.0","49500.0","1800000.0",Y,N,With parents,Managers,-21294,-9568,-2926.0,58.3,26.2,3468375.0,0.0,1350000.0,40932.0,172604.745,""
"101866","0",M,"0",Married,Secondary / secondary special,Commercial associate,"180000.0","1609272.0","46251.0","1260000.0",N,N,House / apartment,Laborers,-12295,-754,-1463.0,33.7,2.1,675000.0,0.0,450000.0,22500.0,1303167.555,382631.3614285714
"101868","0",M,"0",Married,Secondary / secondary special,Pensioner,"225000.0","1180341.0","39136.5","1057500.0",N,Y,House / apartment,"",-21918,"365243",-1548.0,60.0,-1000.7,1017000.0,666581.31,1451047.5,61480.89,3326602.185,52057.501071428575
"101869","0",F,"2",Married,Secondary / secondary special,Working,"112500.0","450000.0","22977.0","450000.0",Y,Y,House / apartment,Medicine staff,-12418,-732,-561.0,34.0,2.0,1049395.5,936810.0,28287.0,3614.535,35661.195,""
"101871","1",M,"0",Married,Secondary / secondary special,Working,"202500.0","675000.0","32472.0","675000.0",N,N,House / apartment,Laborers,-10152,-2585,-237.0,27.8,7.1,1743273.855,921744.0,37291.5,5856.03,35114.4,""
"101872","0",M,"1",Married,Secondary / secondary special,Working,"270000.0","1125000.0","33025.5","1125000.0",N,Y,House / apartment,Laborers,-18138,-4924,0.0,49.7,13.5,5556892.5,3901252.5,97083.0,9952.965,100639.08,""
"101874","1",F,"0",Separated,Secondary / secondary special,Pensioner,"135000.0","284400.0","13963.5","225000.0",N,Y,House / apartment,"",-20752,"365243",-824.0,56.9,-1000.7,1162279.08,374792.355,152820.0,9950.13,56555.009999999995,""
"101875","0",M,"1",Married,Secondary / secondary special,Working,"157500.0","521280.0","31630.5","450000.0",Y,Y,House / apartment,Security staff,-13006,-909,-426.0,35.6,2.5,3614976.0,2046514.5,76126.5,8776.935,171850.5,""
"101876","0",F,"0",Single / not married,Secondary / secondary special,Working,"135000.0","284400.0","16456.5","225000.0",N,Y,House / apartment,Medicine staff,-23957,-12545,-626.0,65.6,34.4,692317.35,142407.0,94752.0,17869.005,107173.485,""
"101877","0",F,"0",Civil marriage,Incomplete higher,State servant,"157500.0","225000.0","16371.0","225000.0",N,N,Municipal apartment,Core staff,-9748,-534,-312.0,26.7,1.5,145215.0,0.0,254700.0,13443.075,134430.75,""
"101881","0",F,"0",Single / not married,Secondary / secondary special,Pensioner,"99000.0","254700.0","16582.5","225000.0",N,N,House / apartment,"",-20678,"365243",-240.0,56.7,-1000.7,483975.0,115555.5,84370.5,4359.42,26156.52,""
"101882","0",M,"0",Married,Incomplete higher,Working,"171000.0","526500.0","41728.5","526500.0",Y,Y,House / apartment,Drivers,-10071,-1458,-614.0,27.6,4.0,759582.0,74668.5,631849.5,56513.16,1392429.285,""
"101883","1",M,"1",Single / not married,Secondary / secondary special,Working,"157500.0","451804.5","35824.5","369000.0",N,Y,House / apartment,Laborers,-13795,-660,-459.0,37.8,1.8,"","",74322.0,3706.425,57283.200000000004,""
"101884","0",F,"0",Married,Secondary / secondary special,Commercial associate,"292500.0","1224198.0","35923.5","958500.0",N,Y,House / apartment,Private service staff,-19898,-4487,-2145.0,54.5,12.3,305808.57,-22.545,128542.5,14910.93,178619.13,""
"101885","0",F,"0",Single / not married,Higher education,Working,"139500.0","640080.0","29970.0","450000.0",N,Y,House / apartment,"",-19279,-809,-729.0,52.8,2.2,264595.95,0.0,2013840.0,64966.5,420970.23,""
"101886","0",M,"0",Married,Secondary / secondary special,Working,"90000.0","562491.0","23962.5","454500.0",N,Y,House / apartment,"",-13832,-6228,0.0,37.9,17.1,3454954.11,1316745.0,204615.0,11732.175,326555.45999999996,""
"101888","0",M,"0",Married,Higher education,Working,"153000.0","573628.5","24435.0","463500.0",Y,N,Municipal apartment,Security staff,-22738,-6724,-984.0,62.3,18.4,1575000.0,1079770.5,72000.0,4404.96,105542.505,""
"101889","0",F,"0",Single / not married,Secondary / secondary special,Working,"202500.0","269982.0","29074.5","238500.0",N,Y,House / apartment,Sales staff,-14834,-2642,-919.0,40.6,7.2,139962.285,0.0,88186.5,8991.495,107844.84000000001,""
"101890","0",M,"0",Single / not married,Secondary / secondary special,Commercial associate,"315000.0","225000.0","11074.5","225000.0",Y,Y,House / apartment,Managers,-11935,-3432,0.0,32.7,9.4,7440659.1,1776523.545,56254.5,6249.87,"",""
"101891","0",F,"0",Married,Secondary / secondary special,Pensioner,"157500.0","1622691.0","44752.5","1354500.0",N,Y,House / apartment,"",-21830,"365243",-304.0,59.8,-1000.7,1087373.6099999999,460984.5,270000.0,13500.0,408814.11,""
"101892","0",F,"0",Separated,Secondary / secondary special,Working,"81000.0","225000.0","16132.5","225000.0",N,Y,House / apartment,"",-17427,-9276,-1815.0,47.7,25.4,104175.0,0.0,19678.5,3980.97,23882.219999999998,""
"101893","0",M,"0",Married,Secondary / secondary special,State servant,"157500.0","675000.0","28728.0","675000.0",Y,Y,House / apartment,Core staff,-16960,-9032,-501.0,46.5,24.7,5710500.0,0.0,35415.0,7221.105,60207.75,0.0
"101894","0",M,"0",Widow,Secondary / secondary special,Pensioner,"130500.0","284400.0","8752.5","225000.0",N,N,Municipal apartment,"",-20503,"365243",-1117.0,56.2,-1000.7,740889.0,134694.0,60498.0,6791.31,67596.975,""
"101895","0",F,"0",Single / not married,Higher education,Pensioner,"157500.0","675000.0","28507.5","675000.0",N,Y,House / apartment,"",-21945,"365243",0.0,60.1,-1000.7,194751.0,0.0,135000.0,7074.585,335391.39,4158.093461538462
"101896","0",M,"0",Married,Secondary / secondary special,Pensioner,"202500.0","824823.0","24246.0","688500.0",Y,Y,Municipal apartment,"",-23123,"365243",-2149.0,63.4,-1000.7,2680767.0,1129950.0,553950.0,17870.445,577353.0599999999,""
"101898","0",F,"0",Single / not married,Secondary / secondary special,Pensioner,"216000.0","755190.0","33394.5","675000.0",N,Y,House / apartment,"",-23444,"365243",-1004.0,64.2,-1000.7,405985.5,0.0,152820.0,20348.145,852798.105,54908.28378947368
"101899","0",M,"2",Married,Lower secondary,Working,"135000.0","765261.0","32553.0","684000.0",Y,Y,House / apartment,Drivers,-15710,-1816,-2405.0,43.0,5.0,495540.0,35734.5,521383.5,22091.04,891024.345,""
"101900","0",M,"1",Married,Secondary / secondary special,Working,"90000.0","450346.5","24561.0","342000.0",Y,N,With parents,Drivers,-12044,-38,-1793.0,33.0,0.1,210465.0,3937.5,74322.0,8911.215,106893.765,""
"101902","0",M,"0",Single / not married,Higher education,Working,"126000.0","180000.0","9000.0","180000.0",N,Y,With parents,"",-8223,-917,-803.0,22.5,2.5,1301400.0,1159870.5,109845.0,14212.62,160863.39,""
"101904","0",F,"0",Married,Secondary / secondary special,Pensioner,"135000.0","662026.5","36045.0","571500.0",N,N,House / apartment,"",-21762,"365243",-217.0,59.6,-1000.7,2452666.5,1058683.5,38857.5,7525.845,43126.785,""
"101905","0",F,"0",Married,Secondary / secondary special,Commercial associate,"72000.0","755190.0","30078.0","675000.0",N,N,House / apartment,"",-22147,-599,-1605.0,60.7,1.6,736026.525,177543.0,57132.0,5618.34,91012.815,""
"101906","0",F,"3",Married,Secondary / secondary special,Commercial associate,"202500.0","270000.0","13500.0","270000.0",N,Y,Municipal apartment,"",-10782,-281,-181.0,29.5,0.8,"","",194476.5,34651.845,173259.225,""
"101907","0",F,"1",Married,Higher education,Working,"450000.0","675000.0","49248.0","675000.0",N,N,House / apartment,Managers,-11273,-1980,-95.0,30.9,5.4,28423750.5,27072387,137974.5,16777.71,201301.425,""
"101908","0",M,"0",Married,Secondary / secondary special,Working,"90000.0","508495.5","24462.0","454500.0",N,N,House / apartment,Laborers,-18726,-921,-1348.0,51.3,2.5,636461.1,517164.16500000004,203760.0,12466.035,290750.4,""
"101909","0",M,"0",Married,Secondary / secondary special,Commercial associate,"157500.0","734773.5","24007.5","558000.0",Y,N,House / apartment,Laborers,-14798,-1577,-900.0,40.5,4.3,1945052.325,0.0,296095.5,21237.75,158532.525,""
"101910","0",F,"0",Single / not married,Secondary / secondary special,Working,"81000.0","436032.0","21339.0","360000.0",N,Y,House / apartment,Private service staff,-8716,-1529,0.0,23.9,4.2,"","",125145.0,9970.29,139130.73,""
"101911","0",F,"1",Married,Secondary / secondary special,Working,"292500.0","1256400.0","36864.0","900000.0",N,N,House / apartment,Sales staff,-15801,-2807,-1669.0,43.3,7.7,"","",128340.0,5943.015,139486.59,""
"101912","0",M,"0",Widow,Secondary / secondary special,Commercial associate,"270000.0","1712727.0","47227.5","1341000.0",Y,N,Municipal apartment,Laborers,-16839,-5387,0.0,46.1,14.8,1903655.52,0.0,119673.0,5397.255,903516.84,40683.52752631579
"101913","0",F,"0",Widow,Secondary / secondary special,Working,"157500.0","295254.0","17968.5","211500.0",N,Y,House / apartment,"",-18095,-2944,-2291.0,49.6,8.1,1250019.0,994212.0,291919.5,19587.78,250068.33,0.0
"101914","0",F,"0",Married,Secondary / secondary special,Pensioner,"315000.0","675000.0","33750.0","675000.0",Y,Y,House / apartment,"",-23172,"365243",-1440.0,63.5,-1000.7,180000.0,80905.5,308421.0,13909.77,333108.585,""
"101915","0",F,"0",Civil marriage,Secondary / secondary special,Pensioner,"315000.0","1755000.0","96174.0","1755000.0",Y,Y,House / apartment,"",-23061,"365243",-2808.0,63.2,-1000.7,4192321.5,350806.5,657000.0,29529.0,1685580.615,50349.72033707865
"101916","0",F,"1",Married,Lower secondary,Pensioner,"54000.0","922500.0","26973.0","922500.0",N,Y,House / apartment,"",-21855,"365243",-473.0,59.9,-1000.7,"","",262125.0,15342.165,439871.895,""
"101917","0",F,"2",Married,Higher education,State servant,"135000.0","1288350.0","37800.0","1125000.0",Y,Y,House / apartment,Accountants,-11891,-4711,-1469.0,32.6,12.9,661791.15,0.0,698166.0,66290.85,1525738.725,""
"101918","0",F,"0",Separated,Higher education,Working,"117000.0","258709.5","25330.5","234000.0",N,N,With parents,Core staff,-14348,-7063,-2529.0,39.3,19.4,128556.0,0.0,76707.0,14068.08,377567.82,12769.124210526315
"101919","0",F,"0",Single / not married,Secondary / secondary special,Commercial associate,"139500.0","382500.0","19125.0","382500.0",N,Y,House / apartment,Laborers,-22399,-3175,0.0,61.4,8.7,438804.0,91759.5,744498.0,33643.845,1343807.145,""
"101923","0",F,"0",Married,Secondary / secondary special,Working,"180000.0","1288350.0","37800.0","1125000.0",N,Y,House / apartment,Security staff,-22588,-2736,0.0,61.9,7.5,1607605.56,0.0,57141.0,5758.65,69101.235,""
"101924","0",F,"0",Married,Secondary / secondary special,Pensioner,"67500.0","135000.0","6750.0","135000.0",N,Y,House / apartment,"",-23371,"365243",-1134.0,64.0,-1000.7,238162.5,0.0,512370.0,18988.425,482681.835,""
"101925","0",F,"0",Widow,Secondary / secondary special,Pensioner,"90000.0","254700.0","14751.0","225000.0",N,Y,House / apartment,"",-24122,"365243",-299.0,66.1,-1000.7,226242.18,148378.5,204795.0,13034.52,196403.265,""
"101926","0",F,"0",Married,Higher education,Pensioner,"90000.0","254700.0","24939.0","225000.0",N,Y,House / apartment,"",-24612,"365243",-689.0,67.4,-1000.7,484740.0,0.0,102181.5,11352.375,113265.72,""
"101927","0",F,"0",Married,Higher education,Commercial associate,"67500.0","900000.0","26446.5","900000.0",N,Y,Office apartment,"",-19097,-4076,-988.0,52.3,11.2,2913606.0,663156.0,72450.0,6879.15,59073.03,""
"101928","0",F,"2",Married,Secondary / secondary special,Working,"67500.0","225000.0","16303.5","225000.0",N,Y,House / apartment,Core staff,-10457,-679,0.0,28.6,1.9,513632.97,343419.615,25677.0,5410.035,57553.92,""
"101929","1",F,"0",Civil marriage,Secondary / secondary special,Working,"697500.0","450000.0","22500.0","450000.0",Y,Y,House / apartment,Medicine staff,-23299,-2550,-628.0,63.8,7.0,2025000.0,1762413.525,941206.5,44895.555,469647.855,""
"101930","0",F,"1",Married,Higher education,Working,"180000.0","313438.5","33885.0","283500.0",N,Y,House / apartment,"",-9535,-565,0.0,26.1,1.5,2700941.85,0.0,62208.0,8666.865,113414.67,""
"101931","0",M,"0",Married,Higher education,Commercial associate,"292500.0","454500.0","49077.0","454500.0",Y,Y,House / apartment,High skill tech staff,-11714,-765,-25.0,32.1,2.1,2919357.0,78251.58,41652.0,4621.77,49997.16,""
"101932","0",F,"0",Widow,Higher education,Pensioner,"360000.0","2013840.0","53253.0","1800000.0",Y,Y,House / apartment,"",-20205,"365243",-1495.0,55.4,-1000.7,5139315.0,3778785.0,270000.0,13500.0,459098.055,1361.4664285714284
"101933","0",M,"0",Single / not married,Secondary / secondary special,Working,"247500.0","677664.0","53671.5","585000.0",N,Y,House / apartment,"",-10451,-521,-986.0,28.6,1.4,"","",135000.0,9131.4,203646.735,""
"101934","0",M,"1",Married,Incomplete higher,Working,"360000.0","850500.0","30132.0","850500.0",Y,N,With parents,Managers,-10439,-342,-84.0,28.6,0.9,1642545.0,0.0,117409.5,13046.535,277001.775,""
"101935","0",F,"0",Married,Secondary / secondary special,Commercial associate,"247500.0","454500.0","46701.0","454500.0",N,N,House / apartment,Waiters/barmen staff,-11649,-1623,-1610.0,31.9,4.4,545363.91,24241.05,450000.0,25128.0,1362463.245,""
"101936","0",F,"1",Single / not married,Higher education,Working,"225000.0","314055.0","16164.0","238500.0",N,Y,House / apartment,Core staff,-17179,-9335,0.0,47.1,25.6,1707412.5,535464.135,268456.5,56640.6,283110.435,""
"101937","0",M,"0",Married,Secondary / secondary special,Commercial associate,"225000.0","273636.0","21748.5","247500.0",N,Y,House / apartment,Laborers,-15582,-2865,-165.0,42.7,7.8,"","",604152.0,23960.655,2562141.78,445203.37124999997
"101938","0",F,"1",Married,Incomplete higher,Working,"112500.0","1206954.0","39064.5","945000.0",N,Y,House / apartment,High skill tech staff,-14788,-1409,-462.0,40.5,3.9,1995097.5,1163270.88,1506816.0,59621.04,666144.63,""
"101939","0",F,"0",Married,Higher education,Working,"270000.0","810000.0","32251.5","810000.0",N,N,House / apartment,"",-18915,-7691,-818.0,51.8,21.1,3059860.005,0.0,187110.0,12480.255,223653.645,""
"101940","0",F,"0",Married,Higher education,Pensioner,"315000.0","808650.0","23175.0","675000.0",N,Y,House / apartment,"",-23119,"365243",-1193.0,63.3,-1000.7,8613000.0,3637858.455,949500.0,25047.81,26087.265,""
"101941","0",F,"1",Married,Secondary / secondary special,Working,"54000.0","315000.0","19165.5","315000.0",N,N,House / apartment,Sales staff,-10901,-3165,-575.0,29.9,8.7,225000.0,16735.5,124380.0,12247.605,235395.63,""
"101942","0",M,"0",Married,Secondary / secondary special,Pensioner,"166500.0","1075500.0","45697.5","1075500.0",Y,Y,House / apartment,"",-23382,"365243",-164.0,64.1,-1000.7,573286.5,194283.0,450000.0,22018.5,77243.265,""
"101943","0",F,"0",Married,Secondary / secondary special,Pensioner,"130500.0","405000.0","20250.0","405000.0",N,N,Municipal apartment,"",-20474,"365243",0.0,56.1,-1000.7,338760.0,18549.0,117837.0,5336.82,48031.38,""
"101944","0",F,"0",Civil marriage,Secondary / secondary special,Working,"202500.0","199080.0","9810.0","157500.0",N,Y,House / apartment,Laborers,-18248,-2085,-588.0,50.0,5.7,900004.5,0.0,1078200.0,29781.0,217792.48500000002,""
